PassengerId,Name,HomePlanet,Destination,Age,AgeGroup,CryoSleep,VIP,Cabin,Deck,CabinNum,Side,Group,GroupSize,IsSolo,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,TotalSpent,HasSpent,SpendCategory,RoomService_Share,FoodCourt_Share,ShoppingMall_Share,Spa_Share,VRDeck_Share,Transported,Pred_Transported,Pred_Proba_Transport,Pred_Proba_NoTransport,Cluster_ID,Cluster_Name,Cluster_Transport_Rate,Cluster_NoTransport_Rate,ACM_Axe1,ACM_Axe2,ACM_Axe3,ACM_Axe4,ACM_Axe5,ACM_Axe6,ACM_Axe7,ACM_Axe8,ACM_Axe9,ACM_Axe10,P_Cluster_0_Cryo_Corps,P_Cluster_1_Colons,P_Cluster_2_Luxuria,P_Cluster_3_Voyageurs_Pro,P_Cluster_4_Jeunes_Nomades,Split,Is_Correct_Prediction
3117_01,,Earth,TRAPPIST-1e,32.0,26-40,0,0,F/646/P,F,646,P,3117,1,1,0,0,47,857,23,927,1,Faible,0.0,0.0,0.0507,0.9245,0.0248,0.0,0,0.0167,0.9833,1,Colons,0.3,0.7,-0.3408,-0.4983,-0.1621,-0.0228,0.182,0.1452,-0.007,0.2146,-0.2379,-0.1882,0.1102,0.4711,0.134,0.103,0.1817,Train,1.0
3118_01,Sus Coolez,Earth,TRAPPIST-1e,28.0,26-40,1,0,G/510/P,G,510,P,3118,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2367,0.7633,2,Luxuria,0.638,0.362,-0.2497,0.6686,0.083,0.2146,0.1568,0.2306,0.2658,0.1584,-0.1427,-0.1461,0.1021,0.1366,0.5181,0.1081,0.1352,Train,1.0
3119_01,Jorgie Hamberterry,Earth,TRAPPIST-1e,74.0,60+,0,0,G/490/S,G,490,S,3119,1,1,571,0,0,277,0,848,1,Faible,0.6733,0.0,0.0,0.3267,0.0,0.0,0,0.1333,0.8667,1,Colons,0.3,0.7,-0.3852,-0.1312,-0.3813,0.3326,0.0351,-0.4319,0.3145,-0.3044,1.5657,-1.2658,0.1233,0.3569,0.2088,0.1454,0.1656,Train,1.0
3120_01,Rionk Rhuba,Mars,TRAPPIST-1e,25.0,13-25,1,0,E/204/S,E,204,S,3120,2,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8233,0.1767,4,Jeunes Nomades,0.5341,0.4659,-0.1852,0.1941,0.8535,-0.5189,0.0944,-0.2512,0.6088,-0.3311,-0.1852,-0.0804,0.1368,0.1844,0.1929,0.1699,0.316,Train,1.0
3120_02,Aps Rhuba,Mars,TRAPPIST-1e,31.0,26-40,0,0,E/204/S,E,204,S,3120,2,0,691,3,68,286,0,1048,1,Faible,0.6594,0.0029,0.0649,0.2729,0.0,0.0,0,0.0133,0.9867,4,Jeunes Nomades,0.5341,0.4659,-0.1509,-0.6432,0.4754,-0.2608,0.4519,-0.236,0.7412,-0.401,-0.3284,-0.1111,0.142,0.234,0.148,0.1429,0.3331,Train,1.0
3121_01,Trice Moreman,Earth,PSO J318.5-22,6.0,0-12,1,0,G/491/S,G,491,S,3121,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.7133,0.2867,2,Luxuria,0.638,0.362,-0.5923,1.2169,-0.1192,0.5435,-0.0207,0.1947,0.1887,-0.5299,0.0971,0.3826,0.1274,0.163,0.4197,0.1416,0.1482,Train,1.0
3123_01,Derina Prinson,Earth,TRAPPIST-1e,17.0,13-25,1,0,G/511/P,G,511,P,3123,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8,0.2,2,Luxuria,0.638,0.362,-0.418,0.6911,0.0062,0.0246,-0.1174,0.1299,0.1,0.2479,0.0508,-0.0507,0.0886,0.1403,0.5439,0.1044,0.1227,Train,1.0
3124_01,Stax Hapie,Mars,TRAPPIST-1e,12.0,0-12,1,0,F/648/P,F,648,P,3124,3,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.9933,0.0067,4,Jeunes Nomades,0.5341,0.4659,-0.3116,0.5125,0.994,0.0844,0.4704,-0.015,-0.1427,0.0462,-0.0509,0.1765,0.1429,0.1744,0.245,0.1571,0.2807,Train,1.0
3124_02,Gech Hapie,Mars,TRAPPIST-1e,47.0,41-60,0,0,F/648/P,F,648,P,3124,3,0,1130,8,299,0,0,1437,1,Faible,0.7864,0.0056,0.2081,0.0,0.0,1.0,1,0.6633,0.3367,4,Jeunes Nomades,0.5341,0.4659,-0.2299,-0.6574,0.4128,-0.2056,0.1432,-0.0087,-0.442,0.0785,0.0425,0.2618,0.121,0.2473,0.134,0.1259,0.3718,Train,1.0
3124_03,Wal Hapie,Mars,TRAPPIST-1e,46.0,41-60,1,0,F/648/P,F,648,P,3124,3,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.99,0.01,4,Jeunes Nomades,0.5341,0.4659,-0.0958,0.1575,0.8677,-0.2737,0.0598,0.0769,-0.4086,0.059,-0.0078,0.1971,0.1249,0.1618,0.1754,0.1473,0.3906,Train,1.0
3126_01,Zedares Foraud,Europa,55 Cancri e,31.0,26-40,0,0,B/116/S,B,116,S,3126,2,0,139,4018,13,232,1140,5542,1,Moyen,0.0251,0.725,0.0023,0.0419,0.2057,1.0,1,0.8667,0.1333,3,Voyageurs Pro,0.7333,0.2667,1.1217,-0.0971,-0.1214,-0.1831,-0.5769,-0.3916,0.1555,0.3124,0.0477,0.0654,0.1806,0.1343,0.1173,0.4298,0.1381,Train,1.0
3126_02,Okulas Foraud,Europa,TRAPPIST-1e,36.0,26-40,0,0,B/116/S,B,116,S,3126,2,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.9133,0.0867,3,Voyageurs Pro,0.7333,0.2667,0.7306,0.2655,0.0506,-0.4115,-0.1431,-0.3306,0.3447,0.1574,-0.1145,-0.1019,0.1862,0.139,0.137,0.386,0.1518,Train,1.0
3128_01,Heila Gordond,Earth,55 Cancri e,15.0,13-25,0,0,G/512/P,G,512,P,3128,1,1,62,57,2646,1104,312,4181,1,Moyen,0.0148,0.0136,0.6329,0.2641,0.0746,0.0,0,0.13,0.87,1,Colons,0.3,0.7,-0.0387,-0.071,-0.3735,0.3671,-0.4553,-0.0133,-0.1316,0.4341,0.2697,0.1679,0.1425,0.2923,0.2048,0.1861,0.1742,Train,1.0
3130_01,Mall Frasp,Mars,TRAPPIST-1e,38.0,26-40,0,0,F/588/S,F,588,S,3130,1,1,886,0,618,0,0,1504,1,Faible,0.5891,0.0,0.4109,0.0,0.0,0.0,0,0.0367,0.9633,4,Jeunes Nomades,0.5341,0.4659,-0.2149,-0.6385,0.4321,-0.2148,0.2299,0.0075,-0.0949,-0.2046,-0.3098,-0.1432,0.1239,0.2387,0.1352,0.1253,0.3769,Train,1.0
3131_01,Salley Mckinn,Earth,55 Cancri e,48.0,41-60,1,0,G/492/S,G,492,S,3131,3,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.9067,0.0933,2,Luxuria,0.638,0.362,-0.0284,0.7999,-0.098,-0.0481,-0.163,-0.2214,-0.3099,-0.2211,0.1461,0.48,0.1312,0.1652,0.3695,0.187,0.1471,Train,1.0
3131_02,Hardy Griffy,Earth,TRAPPIST-1e,21.0,13-25,1,0,G/492/S,G,492,S,3131,3,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8733,0.1267,2,Luxuria,0.638,0.362,-0.3983,0.7109,-0.0017,-0.0723,-0.1255,-0.106,0.0815,-0.1055,0.0646,0.038,0.0989,0.1586,0.4814,0.1253,0.1357,Train,1.0
3131_03,Jamela Griffy,Earth,TRAPPIST-1e,4.0,0-12,1,0,G/492/S,G,492,S,3131,3,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8633,0.1367,2,Luxuria,0.638,0.362,-0.4409,1.0445,0.1743,0.3881,0.4644,-0.3493,0.1476,-0.278,0.1942,0.4158,0.1334,0.1668,0.3831,0.1513,0.1653,Train,1.0
3132_01,Sce Meake,Mars,TRAPPIST-1e,31.0,26-40,1,0,F/649/P,F,649,P,3132,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,4,Jeunes Nomades,0.5341,0.4659,-0.1006,0.1565,0.8948,-0.186,0.1546,0.329,-0.043,0.1292,-0.3739,-0.2966,0.1325,0.162,0.18,0.1411,0.3844,Train,1.0
3133_01,Aliey Chanash,Earth,PSO J318.5-22,31.0,26-40,0,0,G/513/P,G,513,P,3133,1,1,0,140,394,0,0,534,1,Faible,0.0,0.2622,0.7378,0.0,0.0,0.0,0,0.2567,0.7433,1,Colons,0.3,0.7,-0.5351,0.0262,-0.6654,0.438,-0.245,0.6891,0.2735,-0.074,-0.1895,-0.1146,0.156,0.2772,0.243,0.1483,0.1754,Train,1.0
3134_01,Enifik Clughted,Europa,PSO J318.5-22,62.0,60+,0,1,C/119/S,C,119,S,3134,1,1,0,4513,0,85,1437,6035,1,Élevé,0.0,0.7478,0.0,0.0141,0.2381,1.0,1,0.8767,0.1233,0,Cryo Corps,0.588,0.412,1.4861,-0.241,-0.9358,0.8917,0.1323,0.9441,0.1837,-1.3565,0.8335,-1.7574,0.2885,0.1772,0.1675,0.1988,0.168,Train,1.0
3136_01,Feline Mcneiderson,Earth,TRAPPIST-1e,29.0,26-40,1,0,G/514/P,G,514,P,3136,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.7333,0.2667,2,Luxuria,0.638,0.362,-0.2497,0.6686,0.083,0.2146,0.1568,0.2306,0.2658,0.1584,-0.1427,-0.1461,0.1021,0.1366,0.5181,0.1081,0.1352,Train,1.0
3138_01,Therie Stephendsey,Earth,TRAPPIST-1e,30.0,26-40,0,0,,F,82,S,3138,1,1,0,4,1604,678,1681,3967,1,Moyen,0.0,0.001,0.4043,0.1709,0.4237,0.0,0,0.09,0.91,1,Colons,0.3,0.7,-0.0045,-0.5363,0.0514,0.2329,-0.0306,-0.1846,-0.032,-0.016,0.0358,0.0108,0.1334,0.3099,0.1474,0.155,0.2543,Train,1.0
3140_01,Eang Dan,Mars,TRAPPIST-1e,26.0,26-40,0,0,E/206/S,E,206,S,3140,1,1,912,0,43,0,0,955,1,Faible,0.955,0.0,0.045,0.0,0.0,0.0,0,0.01,0.99,4,Jeunes Nomades,0.5341,0.4659,-0.1509,-0.6432,0.4754,-0.2608,0.4519,-0.236,0.7412,-0.401,-0.3284,-0.1111,0.142,0.234,0.148,0.1429,0.3331,Train,1.0
3142_01,Backse Cla,Mars,TRAPPIST-1e,43.0,41-60,0,0,F/591/S,F,591,S,3142,2,0,33,1117,59,0,16,1225,1,Faible,0.0269,0.9118,0.0482,0.0,0.0131,0.0,0,0.1933,0.8067,4,Jeunes Nomades,0.5341,0.4659,-0.2101,-0.6376,0.405,-0.3025,0.1351,-0.2446,-0.4605,-0.2748,0.0563,0.3506,0.1273,0.2558,0.1413,0.1407,0.335,Train,1.0
3142_02,Fres Cla,Mars,TRAPPIST-1e,32.0,26-40,0,0,F/591/S,F,591,S,3142,2,0,1087,0,71,0,0,1158,1,Faible,0.9387,0.0,0.0613,0.0,0.0,0.0,0,0.07,0.93,4,Jeunes Nomades,0.5341,0.4659,-0.2149,-0.6385,0.4321,-0.2148,0.2299,0.0075,-0.0949,-0.2046,-0.3098,-0.1432,0.1239,0.2387,0.1352,0.1253,0.3769,Train,1.0
3143_01,Dous Blane,Mars,55 Cancri e,24.0,13-25,1,0,F/592/S,F,592,S,3143,1,1,0,0,0,0,306,306,1,Faible,0.0,0.0,0.0,0.0,1.0,1.0,1,0.9533,0.0467,4,Jeunes Nomades,0.5341,0.4659,-0.1747,-0.106,0.4169,-0.597,-0.357,0.0253,-0.41,-0.1023,-0.2643,-0.0554,0.1338,0.2285,0.1726,0.1699,0.2952,Train,1.0
3145_01,Spies Gency,Mars,TRAPPIST-1e,49.0,41-60,1,0,F/652/P,F,652,P,3145,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,4,Jeunes Nomades,0.5341,0.4659,-0.0958,0.1575,0.8677,-0.2737,0.0598,0.0769,-0.4086,0.059,-0.0078,0.1971,0.1249,0.1618,0.1754,0.1473,0.3906,Train,1.0
3147_01,Colle Steinardson,Earth,TRAPPIST-1e,21.0,13-25,0,0,F/594/S,F,594,S,3147,1,1,17,427,31,257,0,732,1,Faible,0.0232,0.5833,0.0423,0.3511,0.0,1.0,1,0.78,0.22,1,Colons,0.3,0.7,-0.4894,-0.456,-0.2467,-0.3096,-0.1003,-0.1914,-0.1913,-0.0493,-0.0306,-0.004,0.0985,0.5057,0.1316,0.1089,0.1554,Train,1.0
3149_01,Natha Portananney,Earth,TRAPPIST-1e,18.0,13-25,0,0,G/494/S,G,494,S,3149,2,0,0,730,79,0,306,1115,1,Faible,0.0,0.6547,0.0709,0.0,0.2744,1.0,1,0.71,0.29,1,Colons,0.3,0.7,-0.5323,-0.1039,-0.4565,-0.0042,-0.0421,-0.1915,0.0481,-0.086,0.1149,0.1027,0.0997,0.4786,0.1766,0.1105,0.1347,Train,1.0
3149_02,Katen Portananney,Earth,TRAPPIST-1e,18.0,13-25,1,0,G/494/S,G,494,S,3149,2,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8667,0.1333,2,Luxuria,0.638,0.362,-0.3983,0.7109,-0.0017,-0.0723,-0.1255,-0.106,0.0815,-0.1055,0.0646,0.038,0.0989,0.1586,0.4814,0.1253,0.1357,Train,1.0
3152_01,Therek Greeves,Earth,TRAPPIST-1e,14.0,13-25,1,0,G/496/S,G,496,S,3152,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2533,0.7467,2,Luxuria,0.638,0.362,-0.3983,0.7109,-0.0017,-0.0723,-0.1255,-0.106,0.0815,-0.1055,0.0646,0.038,0.0989,0.1586,0.4814,0.1253,0.1357,Train,1.0
3158_01,Pech Banie,Mars,TRAPPIST-1e,21.0,13-25,0,0,D/100/P,D,100,P,3158,1,1,1507,451,3,2,1196,3159,1,Moyen,0.477,0.1428,0.0009,0.0006,0.3786,0.0,0,0.03,0.97,4,Jeunes Nomades,0.5341,0.4659,0.1689,-0.7528,0.9979,0.5784,-0.4904,0.5541,-0.0979,0.2762,0.541,0.3475,0.1589,0.1925,0.1638,0.1767,0.308,Train,1.0
3159_01,Eggers Melte,Mars,55 Cancri e,25.0,13-25,1,0,F/654/P,F,654,P,3159,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.9867,0.0133,4,Jeunes Nomades,0.5341,0.4659,-0.0722,0.2895,0.672,-0.4541,-0.3364,0.2645,-0.4004,0.2627,-0.2717,-0.1575,0.1417,0.1833,0.2018,0.1776,0.2956,Train,1.0
3161_01,Batan Roustorly,Europa,55 Cancri e,56.0,41-60,0,0,E/208/S,E,208,S,3161,1,1,0,323,971,58,4240,5592,1,Moyen,0.0,0.0578,0.1736,0.0104,0.7582,0.0,0,0.0467,0.9533,3,Voyageurs Pro,0.7333,0.2667,0.7469,-0.3996,-0.001,-0.0651,-0.148,-0.6576,0.2674,-0.2115,0.3013,0.5641,0.1854,0.1801,0.1354,0.3147,0.1844,Train,1.0
3162_01,Diandi Kellyons,Earth,TRAPPIST-1e,0.0,nan,0,0,G/500/S,G,500,S,3162,3,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.6433,0.3567,2,Luxuria,0.638,0.362,-0.4517,0.6002,-0.0362,0.6004,0.8207,-0.6104,-1.1413,0.4864,-0.222,-0.7805,0.1547,0.2033,0.2939,0.1634,0.1846,Train,1.0
3162_02,Robyny Simonson,Earth,TRAPPIST-1e,55.0,41-60,0,0,F/596/S,F,596,S,3162,3,0,0,0,5,0,2409,2414,1,Moyen,0.0,0.0,0.0021,0.0,0.9979,0.0,0,0.0433,0.9567,1,Colons,0.3,0.7,0.0003,-0.5353,0.0242,0.1452,-0.1255,-0.4367,-0.3976,-0.0862,0.4019,0.5045,0.1345,0.3036,0.1511,0.1766,0.2341,Train,1.0
3162_03,Beula Simonson,Earth,TRAPPIST-1e,14.0,13-25,1,0,G/500/S,G,500,S,3162,3,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2733,0.7267,2,Luxuria,0.638,0.362,-0.3983,0.7109,-0.0017,-0.0723,-0.1255,-0.106,0.0815,-0.1055,0.0646,0.038,0.0989,0.1586,0.4814,0.1253,0.1357,Train,1.0
3163_01,Crin Vlart,Mars,TRAPPIST-1e,13.0,13-25,0,0,F/656/P,F,656,P,3163,2,0,1007,0,142,295,0,1444,1,Faible,0.6974,0.0,0.0983,0.2043,0.0,0.0,0,0.04,0.96,4,Jeunes Nomades,0.5341,0.4659,-0.403,-0.6358,0.3632,-0.3079,-0.0361,0.1428,-0.2422,0.2382,-0.1302,-0.1365,0.1209,0.2786,0.1445,0.1272,0.3288,Train,1.0
3163_02,Hammet Vlart,Mars,55 Cancri e,43.0,41-60,0,0,F/656/P,F,656,P,3163,2,0,4,0,1834,1,66,1905,1,Faible,0.0021,0.0,0.9627,0.0005,0.0346,0.0,0,0.27,0.73,4,Jeunes Nomades,0.5341,0.4659,-0.0331,-0.5469,0.2668,-0.2837,-0.0737,0.0275,-0.6336,0.1226,-0.0487,0.3055,0.1285,0.2598,0.1319,0.1407,0.3391,Train,1.0
3164_01,Berty Crayeson,Earth,TRAPPIST-1e,39.0,26-40,1,0,G/516/P,G,516,P,3164,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2833,0.7167,2,Luxuria,0.638,0.362,-0.2497,0.6686,0.083,0.2146,0.1568,0.2306,0.2658,0.1584,-0.1427,-0.1461,0.1021,0.1366,0.5181,0.1081,0.1352,Train,1.0
3166_01,Morms Cheen,Mars,TRAPPIST-1e,28.77,26-40,1,0,F/657/P,F,657,P,3166,1,1,222,0,0,0,0,222,1,Faible,1.0,0.0,0.0,0.0,0.0,1.0,1,0.99,0.01,4,Jeunes Nomades,0.5341,0.4659,-0.2228,-0.2588,0.6476,-0.2321,0.1421,0.3257,-0.034,0.1176,-0.3804,-0.2832,0.1093,0.1708,0.1356,0.1105,0.4736,Train,1.0
3168_01,Jaimez Peckerson,Earth,TRAPPIST-1e,24.0,13-25,0,0,F/658/P,F,658,P,3168,1,1,0,7,548,4,0,559,1,Faible,0.0,0.0125,0.9803,0.0072,0.0,1.0,1,0.7933,0.2067,1,Colons,0.3,0.7,-0.5091,-0.4758,-0.2388,-0.2128,-0.0922,0.0445,-0.1728,0.3041,-0.0445,-0.0927,0.0876,0.5611,0.1177,0.0914,0.1421,Train,1.0
3169_01,Lyn Leblanchez,Earth,TRAPPIST-1e,26.0,26-40,0,0,F/598/S,F,598,S,3169,1,1,207,350,74,0,3,634,1,Faible,0.3265,0.5521,0.1167,0.0,0.0047,1.0,1,0.7167,0.2833,1,Colons,0.3,0.7,-0.3211,-0.4785,-0.1699,-0.1197,0.1739,-0.0907,-0.0255,-0.1387,-0.2241,-0.0994,0.0998,0.515,0.1224,0.0996,0.1632,Train,1.0
3171_01,Letty Wellenez,Earth,55 Cancri e,22.0,13-25,1,0,G/502/S,G,502,S,3171,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.8733,0.1267,2,Luxuria,0.638,0.362,-0.2015,0.8214,-0.1477,-0.1504,-0.3423,-0.0699,-0.1101,-0.0614,-0.0266,0.0817,0.1277,0.1771,0.3725,0.1729,0.1498,Train,1.0
3172_01,Allena Sellahaney,Earth,TRAPPIST-1e,26.0,26-40,0,0,F/659/P,F,659,P,3172,1,1,0,0,1352,5,0,1357,1,Faible,0.0,0.0,0.9963,0.0037,0.0,0.0,0,0.2667,0.7333,1,Colons,0.3,0.7,-0.3408,-0.4983,-0.1621,-0.0228,0.182,0.1452,-0.007,0.2146,-0.2379,-0.1882,0.1102,0.4711,0.134,0.103,0.1817,Train,1.0
3174_01,Berios Homin,Mars,TRAPPIST-1e,19.0,13-25,0,0,D/101/P,D,101,P,3174,2,0,155,0,1632,3,0,1790,1,Faible,0.0866,0.0,0.9117,0.0017,0.0,1.0,1,0.8767,0.1233,4,Jeunes Nomades,0.5341,0.4659,-0.1476,-0.695,0.7766,0.2259,-0.286,0.6479,-0.0914,0.1535,0.2811,0.2373,0.143,0.2031,0.157,0.1488,0.3481,Train,1.0
3174_02,Life Homin,Mars,TRAPPIST-1e,38.0,26-40,1,0,F/660/P,F,660,P,3174,2,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.9767,0.0233,4,Jeunes Nomades,0.5341,0.4659,-0.1006,0.1565,0.8948,-0.186,0.1546,0.329,-0.043,0.1292,-0.3739,-0.2966,0.1325,0.162,0.18,0.1411,0.3844,Train,1.0
3175_01,Altardr Mosteraked,Europa,55 Cancri e,38.0,26-40,1,0,B/104/P,B,104,P,3175,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,3,Voyageurs Pro,0.7333,0.2667,0.9195,0.7557,0.1201,-0.5069,-0.4477,0.0237,0.2139,0.5236,-0.2763,-0.1983,0.2063,0.1437,0.1692,0.3203,0.1606,Train,1.0
3176_01,Ankalik Nateansive,Europa,TRAPPIST-1e,77.0,60+,0,0,E/196/P,E,196,P,3176,1,1,0,9032,0,128,1464,10624,1,Élevé,0.0,0.8502,0.0,0.012,0.1378,1.0,1,0.9167,0.0833,0,Cryo Corps,0.588,0.412,0.7738,-0.41,-0.3224,-0.0791,0.6284,-0.1759,0.8683,-0.1904,1.3484,-1.4892,0.3232,0.1829,0.1385,0.1853,0.1701,Train,1.0
3179_01,Therie Saley,Earth,55 Cancri e,28.0,26-40,0,0,F/599/S,F,599,S,3179,1,1,2840,0,0,0,0,2840,1,Moyen,1.0,0.0,0.0,0.0,0.0,0.0,0,0.04,0.96,1,Colons,0.3,0.7,0.1922,-0.4258,-0.0947,0.1548,-0.2474,-0.1484,-0.2237,0.028,-0.0554,0.0545,0.1502,0.2875,0.1493,0.1953,0.2176,Train,1.0
3180_01,Hery Lewinez,Earth,TRAPPIST-1e,22.0,13-25,0,0,F/663/P,F,663,P,3180,1,1,222,1,379,0,336,938,1,Faible,0.2367,0.0011,0.4041,0.0,0.3582,0.0,0,0.0667,0.9333,1,Colons,0.3,0.7,-0.5091,-0.4758,-0.2388,-0.2128,-0.0922,0.0445,-0.1728,0.3041,-0.0445,-0.0927,0.0876,0.5611,0.1177,0.0914,0.1421,Train,1.0
3181_01,Tanley Gregordy,Earth,TRAPPIST-1e,20.0,13-25,0,0,E/197/P,E,197,P,3181,1,1,4,353,193,241,0,791,1,Faible,0.0051,0.4463,0.244,0.3047,0.0,0.0,0,0.1533,0.8467,1,Colons,0.3,0.7,-0.4451,-0.4805,-0.1956,-0.2588,0.1298,-0.199,0.6633,0.1076,-0.0631,-0.0607,0.1036,0.4892,0.1331,0.1078,0.1663,Train,1.0
3182_01,Herita Welltonces,Earth,TRAPPIST-1e,18.0,13-25,0,0,F/600/S,F,600,S,3182,1,1,0,0,699,0,0,699,1,Faible,0.0,0.0,1.0,0.0,0.0,1.0,1,0.8533,0.1467,1,Colons,0.3,0.7,-0.4894,-0.456,-0.2467,-0.3096,-0.1003,-0.1914,-0.1913,-0.0493,-0.0306,-0.004,0.0985,0.5057,0.1316,0.1089,0.1554,Train,1.0
3184_01,Arkard Sechausive,Europa,55 Cancri e,10.0,0-12,0,0,B/117/S,B,117,S,3184,2,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.9933,0.0067,3,Voyageurs Pro,0.7333,0.2667,0.7164,0.732,0.0037,-0.2191,-0.0442,-0.6384,0.0533,0.1183,0.1173,0.4149,0.1801,0.1442,0.1789,0.3471,0.1498,Train,1.0
3184_02,Tarmus Sechausive,Europa,55 Cancri e,34.0,26-40,1,0,B/117/S,B,117,S,3184,2,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,3,Voyageurs Pro,0.7333,0.2667,0.9393,0.7755,0.1122,-0.6037,-0.4558,-0.2122,0.1954,0.1702,-0.2625,-0.1095,0.1959,0.1438,0.1661,0.3366,0.1577,Train,1.0
3185_01,Carley Gardonadox,Earth,TRAPPIST-1e,43.0,41-60,0,0,F/601/S,F,601,S,3185,1,1,0,788,0,0,1191,1979,1,Faible,0.0,0.3982,0.0,0.0,0.6018,0.0,0,0.08,0.92,1,Colons,0.3,0.7,-0.3163,-0.4775,-0.197,-0.2074,0.079,-0.3429,-0.3911,-0.2089,0.142,0.3943,0.1112,0.4552,0.1373,0.1226,0.1737,Train,1.0
3188_01,Mass Reau,Mars,55 Cancri e,31.0,26-40,1,0,E/209/S,E,209,S,3188,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2767,0.7233,4,Jeunes Nomades,0.5341,0.4659,0.1799,0.2821,0.7842,-0.407,0.1517,-0.1144,0.5829,-0.3765,-0.4699,-0.1321,0.1532,0.1652,0.1847,0.188,0.309,Train,1.0
3189_01,Weers Che,Mars,55 Cancri e,40.0,26-40,1,0,D/102/P,D,102,P,3189,2,0,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,0.97,0.03,4,Jeunes Nomades,0.5341,0.4659,0.3516,0.2077,1.1622,0.2697,-0.3121,0.8702,-0.0838,0.0886,-0.0539,0.1209,0.174,0.1687,0.1899,0.1864,0.281,Train,1.0
3189_02,Womel Che,Mars,TRAPPIST-1e,25.0,13-25,0,0,D/102/P,D,102,P,3189,2,0,1299,0,0,0,0,1299,1,Faible,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0533,0.9467,4,Jeunes Nomades,0.5341,0.4659,-0.1476,-0.695,0.7766,0.2259,-0.286,0.6479,-0.0914,0.1535,0.2811,0.2373,0.143,0.2031,0.157,0.1488,0.3481,Train,1.0
3191_01,Fex Sin,Mars,TRAPPIST-1e,68.0,60+,1,0,F/603/S,F,603,S,3191,1,1,0,0,0,0,0,0,0,Zéro,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,4,Jeunes Nomades,0.5341,0.4659,-0.1021,0.1714,0.8854,-0.1361,-0.0504,-0.248,0.0391,-0.3531,1.2842,-1.4809,0.123,0.1681,0.185,0.1675,0.3564,Train,1.0
3192_01,Dorie Brenney,Earth,TRAPPIST-1e,20.0,13-25,0,0,F/665/P,F,665,P,3192,1,1,0,0,147,308,0,455,1,Faible,0.0,0.0,0.3231,0.6769,0.0,0.0,0,0.06,0.94,1,Colons,0.3,0.7,-0.5091,-0.4758,-0.2388,-0.2128,-0.0922,0.0445,-0.1728,0.3041,-0.0445,-0.0927,0.0876,0.5611,0.1177,0.0914,0.1421,Train,1.0
